2
433 6546
6 182 2748
330 353 6763
101 258 4171
228 331 6535
337 76 8648
212 430 7942
372 233 3013
82 357 9431
275 197 5087
230 220 9763
81 341 5088
329 352 7855
48 415 2049
112 44 5941
68 52 5074
26 7 7419
158 347 7571
176 62 922
103 88 7001
300 150 9566
378 67 1103
125 185 8898
423 115 2198
245 372 2563
23 151 3733
203 90 3081
352 62 7909
200 315 6029
184 138 1963
78 356 8209
47 244 9268
274 154 6943
380 135 1644
108 149 7542
235 188 227
378 270 5642
407 51 4433
390 238 9611
421 185 607
159 392 5211
376 413 6835
186 323 3268
95 416 6014
242 257 9825
422 44 640
190 373 3533
172 237 2274
344 286 8083
173 83 8231
145 331 2424
90 122 3874
339 236 36
197 61 9807
414 175 1736
134 60 2034
157 358 3489
415 46 6476
227 41 8905
172 79 5859
145 224 6596
234 29 5677
61 328 8721
179 272 2669
152 309 9165
104 229 8454
129 295 8060
377 79 9975
77 147 1335
386 252 9047
366 141 6421
271 83 8666
157 28 2618
259 250 5191
401 305 7807
112 382 7586
123 151 7871
14 401 8546
211 156 1884
116 35 5968
373 334 5380
182 53 2543
127 21 4034
389 332 9888
271 4 6263
431 324 8543
414 229 5112
298 237 5812
247 190 765
267 160 5227
101 310 7761
420 210 2258
224 79 747
167 371 8299
119 283 1230
208 62 7761
108 296 3641
6 298 9633
291 332 5711
77 253 3210
194 161 7527
392 297 1436
18 396 3601
314 221 2991
155 256 8445
164 414 4121
165 314 3955
386 173 5817
356 122 8253
193 185 5850
186 298 8224
97 161 753
82 23 2333
374 76 3349
263 407 41
28 396 8670
73 388 7780
281 183 5185
264 241 3992
279 333 7670
37 45 5093
247 160 6726
305 268 4825
111 354 138
184 414 961
204 321 4877
284 33 5998
30 336 1613
275 365 4057
343 30 9042
271 229 3425
279 340 7435
245 108 8861
221 406 1301
208 248 4099
269 45 5699
118 244 221
158 403 1619
202 243 2062
127 228 9801
144 185 7039
197 291 5647
158 94 5432
29 123 6024
204 211 771
216 410 2417
145 161 3280
51 95 7490
252 67 2935
20 233 7256
312 293 2240
261 416 4238
358 430 6021
11 243 2045
348 281 2815
369 366 1584
7 200 4863
281 173 8704
108 399 1638
198 289 8893
296 95 3365
49 189 5747
40 362 753
334 133 6978
279 372 9504
94 288 8025
413 375 7108
367 427 3671
394 322 5301
88 313 1880
79 35 4092
426 76 9693
254 120 7522
51 279 7980
315 377 6420
375 146 1346
354 371 1554
142 46 7822
388 261 783
269 64 4895
16 360 9005
353 281 8056
33 345 6286
142 267 6067
19 219 9443
179 169 9229
28 396 3359
160 432 6695
341 324 7941
10 256 7790
48 119 8783
129 217 635
81 136 9094
400 99 1264
240 125 4122
13 207 3524
246 201 1141
184 156 432
376 218 7773
39 183 5759
297 67 8974
263 34 7861
70 336 5762
5 339 9252
338 239 3608
356 233 4305
4 55 6335
80 433 7604
12 183 5933
351 362 4808
26 148 2772
65 416 8829
27 351 7385
344 19 8375
168 334 569
259 125 3410
45 386 6125
377 55 2072
412 327 7947
289 322 8041
144 40 144
387 375 5742
289 159 6413
171 21 6660
51 431 8689
160 251 5678
127 325 4798
208 351 7189
307 145 9634
196 327 6258
422 28 2819
415 347 4641
68 87 3233
91 4 708
156 106 2669
350 125 9077
308 163 4234
338 8 4476
168 109 3756
369 410 4360
250 360 7446
207 9 3082
221 303 9152
260 382 6688
385 414 418
53 357 7261
189 70 626
159 430 2990
150 22 2776
343 348 7930
73 94 140
249 361 8605
85 89 6362
93 198 8880
57 55 6465
333 381 7805
51 422 1282
400 216 1693
82 370 6225
390 201 864
385 237 8219
34 418 7461
178 23 3230
326 373 8757
285 348 1101
382 146 2932
300 394 9676
232 283 9216
152 17 2379
40 404 2919
307 117 7901
195 331 4768
424 109 251
91 218 2555
76 119 8369
233 406 1758
166 102 9037
61 343 8128
202 188 4724
269 238 7954
331 356 9394
141 256 5536
28 129 4984
121 32 6805
325 418 3524
87 318 7959
70 230 7913
74 352 1020
288 340 1676
292 251 6105
187 201 1522
334 19 2497
316 401 2844
98 203 5790
285 298 2797
428 271 4964
51 414 1574
179 64 8656
35 210 5424
413 36 4256
26 276 4424
234 113 178
261 175 9935
333 388 6649
151 205 2873
65 83 6977
413 402 7070
116 306 2187
400 61 6807
295 250 5655
207 140 3034
279 61 8339
253 341 7103
287 99 4311
361 304 3119
247 231 697
338 151 7709
75 243 5713
140 398 2082
288 331 4841
201 179 6448
78 218 2070
409 220 6909
59 223 7456
312 401 9499
121 317 8540
373 146 6836
315 427 5018
433 144 5389
269 244 9723
118 40 2276
385 246 3823
352 372 8189
91 121 4366
428 23 6296
331 283 5909
294 58 3829
417 117 7125
113 369 7983
369 425 9562
146 6 7515
322 352 4876
117 383 2687
56 273 1698
420 109 2573
249 335 1132
200 263 5369
353 37 2048
384 419 528
432 101 2892
386 159 6683
415 231 5644
168 405 902
48 26 3012
422 89 9429
258 366 6005
297 373 7629
52 32 6423
173 288 6951
57 29 6194
381 42 2876
232 213 4871
113 355 5772
343 274 8783
113 216 8212
297 422 568
197 338 8196
276 166 9334
257 396 7234
296 261 6892
202 319 6670
356 286 2617
92 416 9192
414 402 806
313 243 3529
419 429 9727
337 129 379
384 325 7587
136 15 5987
352 372 6437
239 86 4764
252 53 4309
254 368 3288
379 138 9899
129 249 9445
145 257 747
166 332 9162
50 127 6363
152 139 5124
200 75 5099
266 227 6129
249 116 3793
13 26 6610
138 43 6702
66 68 5557
122 286 5034
81 122 8403
426 407 3860
112 93 738
110 326 8974
362 169 5460
18 3 6865
267 42 2157
375 241 6880
32 386 1838
128 338 3265
333 63 4535
237 36 2378
180 310 732
251 261 5583
50 252 3367
196 176 8847
218 180 9035
253 238 866
68 21 6942
293 400 4004
313 289 1853
318 178 3299
90 303 4704
398 22 7545
396 400 3271
194 356 4363
196 138 4613
127 199 631
299 209 5470
245 413 1039
397 346 2370
294 252 569
50 230 3144
277 339 3536
306 330 4365
102 248 3796
124 151 2341
146 123 2157
167 180 6474
414 79 7130
321 384 3741
426 265 4491
259 341 812
422 97 7084
70 419 1593
312 132 1355
250 87 7919
178 105 320
73 129 9423
197 36 4875
317 298 677
87 246 5035
310 93 4893
45 56 7660
259 379 8176
114 423 8766
208 311 7440
259 343 1516
227 94 1623
279 99 3231
59 141 3730
15 271 1841
33 319 8132
148 100 5748
349 294 4574
244 175 5328
246 282 8157
425 50 9050
216 157 9218
191 84 5134
119 431 3928
322 103 5692
201 209 1268
417 300 5115
322 238 668
190 399 2224
44 144 4784
224 379 6266
160 147 9694
120 365 4490
181 267 5528
277 155 6189
315 282 5154
334 178 3668
345 122 9390
128 206 6848
320 55 1159
64 238 6113
231 131 3227
69 312 4121
15 58 4731
148 286 8784
228 117 4474
295 401 3579
229 130 4550
403 149 1962
109 385 1141
59 367 2948
181 15 6432
36 291 810
200 280 7567
129 169 6984
113 98 1103
322 309 4840
428 386 9661
47 263 2587
33 232 5839
219 146 554
67 260 2996
54 146 9211
292 53 3688
314 56 4660
378 180 1961
233 174 7098
136 402 7384
70 337 4914
136 46 6535
353 396 9757
74 43 693
131 94 8920
124 78 4911
169 131 3396
302 131 9510
332 24 4079
151 393 7033
292 276 2920
341 158 3703
169 51 3224
426 171 4432
274 276 3756
171 172 4711
311 276 4862
374 421 7544
308 287 212
108 171 1353
407 303 3330
54 366 8731
73 84 3393
315 229 6925
386 75 9619
131 64 7037
331 140 5569
72 231 7172
93 89 6509
70 100 4325
222 245 709
178 222 573
38 321 452
309 64 2806
108 357 8328
420 24 9585
48 323 4190
151 268 5538
60 30 9492
258 314 129
286 169 7185
190 212 3581
365 243 3017
309 35 1422
281 149 6875
240 49 2186
254 242 5715
340 270 2321
55 273 2253
294 55 9370
303 129 1376
203 392 1601
148 109 8774
234 362 2639
219 198 122
199 98 7192
261 171 885
417 404 6771
433 288 4723
257 359 8547
273 30 8918
408 60 9248
40 418 7406
205 166 6547
128 369 9475
350 408 4519
419 325 7615
14 22 5655
131 379 1473
390 177 9968
302 100 8564
373 130 3501
31 148 2008
236 345 7101
329 389 6554
162 202 7240
108 193 7697
299 59 9991
78 131 90
94 164 2952
22 349 1593
184 292 3741
262 371 7348
282 356 1187
55 32 1544
364 93 3949
141 240 2889
381 360 5599
155 350 1555
67 412 9126
119 371 3210
165 174 2725
401 424 9622
292 204 4955
204 403 1621
316 106 2743
377 309 1895
106 148 340
68 285 3732
334 220 6246
93 78 1497
300 182 753
243 425 7514
266 352 3788
422 327 6674
140 169 2727
335 49 5536
117 252 2799
210 283 7208
218 45 2502
73 139 1632
58 274 2541
157 287 5321
320 250 7320
86 211 9724
338 95 427
209 337 3379
343 288 7820
93 216 2995
40 105 3164
49 172 1098
402 242 2712
384 258 4378
20 58 8422
104 15 9797
2 423 123
131 47 8495
87 365 6807
385 71 5399
417 164 4353
199 429 9914
335 107 6284
361 39 4214
259 28 1218
365 230 139
109 271 4946
313 423 1070
222 290 4046
315 324 3024
417 277 5212
213 36 9462
163 267 7407
19 348 1585
22 247 6374
90 151 6389
220 330 7705
214 302 3453
125 353 658
363 212 9845
85 275 359
389 322 9011
323 142 9604
406 15 4848
372 223 5473
83 422 2604
196 421 9685
359 403 3190
222 412 671
156 200 6229
57 295 1614
164 263 7531
78 354 245
161 79 9687
413 238 6422
291 390 1667
245 147 8264
159 250 8455
205 409 2364
87 339 7686
225 172 148
25 234 1313
224 341 4291
253 297 9191
286 349 7598
280 281 5885
106 238 6794
393 6 4380
431 149 2095
26 139 598
84 375 8787
136 128 670
433 290 1608
226 307 7556
213 388 3362
124 34 850
328 41 2622
383 71 4714
63 265 6669
310 305 2803
383 401 5698
130 371 3318
20 321 3194
114 333 5570
252 144 2838
61 309 5066
364 140 273
205 127 6722
362 281 5572
392 276 2834
168 310 2546
243 321 1206
29 233 6480
80 242 2658
293 305 1633
9 49 4650
327 216 299
198 247 1723
358 189 3303
376 156 3484
413 101 6511
357 238 228
131 109 5302
98 41 3342
322 223 8254
372 369 7048
87 13 6925
363 52 6858
266 269 7912
57 26 6756
370 343 2544
135 334 973
419 332 8064
182 270 7010
361 93 3381
378 339 6365
277 262 1027
159 195 3992
97 30 5629
108 68 7862
86 402 3523
63 127 5159
387 18 6678
392 339 1856
267 206 6054
126 28 7256
163 343 3759
165 373 8566
77 285 9751
86 233 6968
162 55 996
384 6 7402
425 404 60
283 428 6976
398 100 8787
183 14 2802
307 159 3364
230 399 101
131 373 6222
251 382 5990
270 399 9810
269 173 2928
7 275 6317
218 305 4392
175 414 7812
329 271 2659
321 421 8947
79 205 6757
287 424 7377
226 361 9139
131 21 3553
139 322 4141
17 75 8765
244 415 7750
30 158 9303
99 367 5829
338 367 8231
123 2 2972
176 51 8616
355 395 1267
246 410 7892
244 114 5839
245 365 2508
361 213 4310
20 191 5517
389 321 3971
108 40 2472
282 31 4383
275 233 6157
423 231 367
432 87 3001
122 371 3870
271 385 2251
244 189 4462
413 70 1245
357 171 411
182 282 4620
238 40 2816
413 279 4461
122 267 6929
147 223 3008
279 433 8954
306 425 2556
105 384 5281
2 369 4880
65 296 655
393 95 8435
266 53 9153
364 216 9430
331 20 7880
97 240 8474
174 117 2751
303 433 2902
190 400 490
31 394 7119
361 147 1011
193 280 2488
153 244 4020
327 156 9990
136 80 9258
100 195 8543
140 167 4493
15 393 7329
154 68 5654
18 295 280
389 347 8803
349 86 5283
23 95 689
403 153 7838
2 306 246
380 123 5784
156 240 6517
141 332 5046
71 157 278
148 380 7494
134 296 1572
390 45 9520
63 427 9772
149 86 7831
256 221 9480
423 62 2596
64 36 2006
419 143 4107
131 365 8153
413 120 985
196 140 6073
222 64 4429
107 266 4890
74 378 1477
79 243 529
149 31 1305
90 208 5051
316 97 9908
41 156 9555
163 198 9647
367 31 9517
56 178 5265
104 372 2173
117 63 7280
282 399 4777
339 36 8557
329 109 3458
40 120 3294
165 231 2166
354 204 4000
118 148 2640
213 393 9658
301 227 925
350 315 6213
278 378 9704
319 256 7229
404 43 5032
163 396 7821
179 320 6998
421 147 3420
274 423 4423
98 50 3374
81 323 3759
187 191 4114
15 30 5915
388 176 9692
357 375 3100
130 276 1190
140 287 221
94 52 3395
15 322 3063
152 375 8741
206 145 9342
78 99 9741
290 12 866
304 50 197
413 332 2643
357 227 8957
5 16 5137
348 279 3347
124 36 7588
111 218 497
362 294 8085
272 168 1275
141 387 2632
281 342 8211
422 383 1594
38 289 7810
25 343 4681
164 273 5555
243 126 3852
72 175 6698
42 320 1114
117 290 7211
402 69 5454
242 364 1756
201 431 5810
398 373 7065
150 385 6712
154 125 4969
379 154 7936
409 139 2323
339 99 3223
179 204 9976
428 349 2322
11 251 3831
385 340 4699
99 47 3921
91 255 452
252 104 2134
252 343 9608
305 319 5869
288 40 5063
389 423 5272
403 264 476
141 351 6952
252 58 2912
364 359 2653
367 270 3983
134 95 1584
199 278 1008
431 207 8812
267 16 5339
181 124 8056
61 414 6877
211 195 903
178 80 8242
11 180 1054
417 278 2756
139 153 59
268 48 7931
389 99 3365
250 421 5978
82 303 1696
47 322 6847
422 417 7400
259 169 6242
396 367 1718
193 407 454
386 92 9252
295 368 3893
39 397 337
350 302 7156
377 415 3060
190 272 9673
194 151 7469
150 1 9752
238 429 9433
104 44 1869
315 243 4690
255 7 5831
49 275 9004
138 246 315
91 272 7807
62 77 9535
370 147 8729
45 42 9938
62 114 7755
47 51 9586
279 416 8186
244 53 9964
374 62 9203
296 393 9267
160 260 6133
384 408 1496
421 350 4908
140 12 119
49 358 666
433 337 7324
53 67 544
265 242 3227
98 74 1968
207 85 7104
192 275 5790
295 431 3791
253 288 4425
413 297 1514
226 120 1159
197 45 2794
46 325 4639
44 171 1384
196 430 5210
382 402 5122
207 320 7784
48 232 1004
194 263 667
227 248 1853
410 388 8148
27 140 3658
118 47 1617
33 376 2913
291 98 1157
405 49 1904
344 365 772
129 133 7540
5 24 6408
423 286 5931
32 204 8931
274 36 9721
304 103 4681
428 347 1650
303 352 6558
253 401 7724
315 130 2251
109 297 2281
35 423 7955
345 183 3698
347 70 4671
215 219 8384
371 385 3984
317 385 6108
265 427 6139
183 92 5640
220 265 6082
103 49 5250
90 412 7795
59 329 3438
61 268 7680
213 186 5020
317 148 5469
223 210 3345
274 20 5210
279 102 8571
17 259 1684
189 43 1672
251 229 2426
333 367 4001
168 90 5031
82 310 798
242 13 8318
22 169 1329
176 92 5127
300 137 2622
242 48 5185
251 356 1420
281 49 9957
190 377 8752
211 420 1500
260 61 5577
395 281 9365
17 188 495
400 413 7779
35 315 1003
118 70 2158
405 183 30
247 56 9867
100 5 9465
299 3 8611
38 374 8634
32 147 7256
248 112 3593
261 298 3695
321 397 6417
398 63 3035
77 90 2526
325 214 5619
127 35 2033
217 233 4826
338 255 2674
132 408 9080
407 174 6008
38 288 7490
290 57 8653
79 124 8470
282 410 2124
297 152 1036
85 19 5161
205 409 3250
344 414 9508
381 240 9509
384 55 6267
433 340 2979
274 15 7424
132 116 4252
418 39 8326
297 52 9673
249 74 8161
263 229 9606
145 258 6265
126 214 9477
245 70 6495
353 56 913
154 375 2777
116 241 4854
191 20 180
275 283 3983
373 47 9177
50 46 500
236 379 2775
215 178 1381
273 212 9045
321 312 8125
105 431 9759
388 151 1655
299 163 2283
417 191 7414
128 344 787
76 261 7562
301 37 989
40 26 574
243 280 8530
163 224 1123
22 330 1331
153 77 2929
20 148 168
345 204 1374
193 385 6219
62 329 9216
175 353 6321
333 367 7447
324 303 8422
41 255 8444
50 154 2075
275 426 2089
36 42 6045
90 431 7770
140 103 3949
92 391 3759
361 83 7699
136 396 8543
88 269 377
101 413 2243
336 8 5915
219 427 3853
10 235 7713
250 256 6129
175 302 6515
278 233 6008
365 244 2171
173 72 2344
405 334 747
348 217 4965
108 247 9769
31 22 2841
163 194 7108
387 224 9090
4 40 3808
130 387 3834
63 98 4733
17 257 2827
194 237 5560
267 283 1355
196 95 1358
287 389 1291
221 212 9596
27 289 2316
71 94 7220
25 213 961
258 319 7297
296 240 277
393 257 8444
373 347 2174
71 67 61
150 116 8020
326 408 6255
68 314 2479
61 389 1875
139 266 8255
20 187 329
11 292 2972
93 109 5823
384 2 2332
329 379 3815
332 180 7338
305 55 8443
357 423 7887
97 350 7461
346 221 974
368 389 2259
361 369 2399
54 369 6926
366 230 8694
306 5 1761
128 187 3837
415 56 6212
185 106 8481
429 405 9311
182 351 5922
300 342 9273
262 25 3014
151 340 123
361 111 2693
199 369 5599
371 9 8903
60 208 624
380 340 3369
153 360 2319
112 233 6645
129 375 953
300 381 8275
40 315 1582
257 141 344
400 200 5948
371 172 9504
59 302 7406
64 221 1744
160 331 404
258 96 3551
314 368 8509
235 367 1186
94 119 331
412 266 2869
80 139 198
217 96 7726
364 77 5642
269 218 3804
404 168 3398
180 23 86
162 288 7085
9 123 20
176 153 8255
300 375 8265
362 359 2742
210 22 3636
336 244 9851
381 342 8361
344 153 8886
60 165 7393
397 308 6878
34 247 4644
28 299 5317
270 99 479
70 76 473
135 234 1245
329 249 5003
82 29 2800
177 215 9085
61 39 7908
69 253 9171
330 233 7736
353 248 4786
153 49 653
111 334 4556
60 214 3045
274 192 7493
45 219 9894
364 144 403
139 112 2418
210 58 8727
211 126 3712
67 344 3744
46 368 3428
159 105 7380
145 384 8342
196 349 2653
395 7 3811
284 277 2880
166 148 8746
112 274 8800
317 211 6273
56 319 2158
170 139 8125
193 346 8300
397 192 3155
366 187 6638
392 221 7399
204 18 942
380 333 9998
358 215 8826
50 412 2950
86 81 103
359 224 1424
31 191 3917
345 9 8488
259 21 5710
185 277 9461
227 299 402
186 63 6751
59 323 5576
303 173 8525
118 59 8628
150 410 6403
214 44 319
182 64 8806
68 103 6987
318 18 7476
56 124 2782
363 345 4872
425 24 5426
104 34 1202
307 136 9023
164 100 9454
5 77 6486
316 209 547
172 386 7702
111 402 5724
230 350 9846
110 97 1827
82 328 1228
59 365 3704
193 289 239
16 215 1272
401 40 771
89 272 1951
241 188 3884
184 141 5926
368 144 243
14 352 7234
327 15 3651
195 194 1420
339 9 5418
410 390 624
304 104 7088
75 100 7834
133 13 5314
385 234 5570
403 15 3374
333 279 4211
416 327 9303
420 17 7723
218 410 7026
68 305 6233
413 191 4797
268 211 5556
140 195 9056
286 89 9349
127 379 2159
86 363 3683
336 188 2101
430 374 5934
239 310 7943
290 336 2013
172 238 5767
272 137 6329
432 407 2000
164 340 311
225 172 9893
179 71 986
5 215 7177
115 286 8468
318 363 2629
424 104 5077
315 124 6436
354 177 6497
112 137 3093
42 3 1537
419 103 7399
116 308 6755
28 67 7465
391 158 5181
119 276 1275
67 268 9124
386 346 1311
376 310 6281
178 59 5941
205 391 2051
107 280 7607
320 154 7470
288 235 5323
398 86 3266
413 320 9936
58 7 9628
315 180 1650
69 40 7175
213 63 9829
333 284 4313
354 318 4587
324 90 3247
81 287 4925
406 261 5855
382 350 1800
33 190 4443
363 156 6157
355 159 6081
402 29 7065
225 317 5848
209 355 319
113 13 1524
11 240 5273
229 414 2679
416 356 5274
97 219 685
150 326 8034
298 180 8631
1 147 1461
153 250 2464
429 224 3691
169 383 9099
154 117 6157
414 128 6540
243 164 7161
299 223 7010
28 373 3012
7 110 9520
6 260 59
144 316 1755
94 179 7975
127 108 6954
407 333 8290
86 239 3259
36 102 7717
65 224 3461
352 405 1287
311 232 3701
263 60 433
365 263 7603
280 87 4705
354 159 2057
217 329 3887
221 68 9115
65 412 3124
386 433 1186
218 212 339
85 63 4966
175 88 7347
127 235 1646
286 74 327
285 75 727
290 253 8296
341 321 5544
371 331 9009
190 376 5851
35 54 3081
259 270 61
99 67 2662
300 58 4592
413 163 3955
424 22 1431
395 319 1267
366 162 810
13 72 6965
308 283 7448
59 122 2073
182 419 8476
50 419 4007
102 138 1802
34 125 3111
124 15 5342
52 188 4200
134 292 3570
116 174 8920
277 371 3373
404 306 8113
43 138 9832
328 181 3494
394 264 6446
108 230 3037
319 205 3594
132 301 8843
273 138 7078
151 63 6548
337 363 6259
244 188 2063
187 158 3392
365 238 305
391 296 1816
287 85 2516
137 427 9063
286 147 2888
388 292 5257
379 125 3331
207 127 426
44 102 342
165 71 2446
404 266 4270
366 313 3468
378 268 8195
414 348 5208
44 131 8905
326 415 7133
200 141 7109
149 265 6810
314 5 6902
254 118 1851
18 43 7840
82 288 2009
9 118 803
364 251 9964
295 368 3084
337 217 9005
279 336 1158
17 26 9736
18 17 6407
282 271 529
426 367 4549
160 214 6067
338 243 9602
236 142 7669
265 414 5683
276 114 6530
275 82 1820
66 157 4883
408 247 8849
183 394 7706
424 133 6603
263 334 3458
234 105 8090
205 160 5045
190 251 9530
401 216 6801
124 2 3990
262 403 8206
12 300 8961
49 387 453
39 387 7236
250 345 798
360 137 5851
114 76 6844
331 429 6446
40 225 7738
107 209 2430
132 421 5327
329 303 6163
214 369 402
166 178 5868
9 269 9814
129 13 8305
270 138 4592
122 428 9047
309 433 4648
294 245 629
241 267 8808
402 172 421
77 123 4316
318 151 901
96 38 427
96 153 2703
268 399 9468
265 156 8469
332 355 9236
233 340 8569
61 189 459
292 158 9461
94 342 4537
426 1 2489
63 298 4202
149 33 3177
129 419 5264
354 93 3659
161 173 8454
3 206 6443
212 45 7351
237 161 9209
67 416 4531
45 172 7367
14 21 9935
340 266 8402
406 278 7423
170 167 7942
362 333 6301
371 204 9853
112 258 9224
322 332 3223
186 40 2270
257 400 7032
169 23 2057
306 104 475
399 357 2285
42 375 6009
87 26 3763
386 116 1135
208 347 3045
29 349 6303
110 386 370
430 68 9781
431 150 3377
429 21 5359
286 6 7961
354 185 3741
196 194 9061
191 422 2375
404 225 125
179 99 6012
316 218 9246
422 68 7061
61 335 4119
427 353 6707
119 85 9577
145 214 6503
187 152 5427
214 53 2649
42 74 4373
165 107 6175
359 257 7628
301 396 4651
194 93 3331
336 407 5725
233 331 2306
300 276 8064
389 412 6301
338 297 3485
20 135 750
162 100 1141
167 169 3663
27 112 2335
197 371 3287
34 50 3545
268 361 1170
288 326 7770
365 258 3438
408 52 7234
51 105 7885
387 226 2810
300 415 725
244 377 875
347 417 3970
230 12 6831
135 348 6164
10 349 7898
80 317 4887
59 246 2558
224 248 6262
50 229 2958
290 74 34
9 307 909
123 18 1230
239 324 4412
152 6 575
288 113 4825
60 34 9711
323 147 2268
267 194 8530
122 402 5254
222 328 2670
61 25 4042
223 156 8227
93 336 6472
428 138 2096
1 311 727
262 89 3350
117 271 9011
166 418 4833
244 282 7743
188 174 9457
80 40 8059
348 48 3964
17 359 4523
62 349 6040
159 244 579
107 334 9732
314 167 5828
432 22 4778
271 149 6731
44 311 7348
313 345 312
346 184 9233
372 51 2638
272 341 3992
120 295 1167
74 235 1691
311 335 2569
110 395 5126
190 353 1539
34 164 9764
372 2 6120
150 113 1000
251 286 2629
56 48 184
267 56 9407
364 428 1025
21 351 1091
73 427 2265
321 313 5729
288 88 5579
139 166 8566
278 6 8156
150 211 1961
205 155 855
46 6 7230
4 368 1663
266 323 3886
352 125 2430
71 216 2072
267 288 3190
354 333 2187
319 113 9375
389 111 3986
138 190 1361
162 425 9140
266 234 4840
281 360 3801
213 345 7646
138 41 5149
342 208 552
125 113 3618
316 263 6820
5 198 4803
64 301 9253
120 379 353
427 179 1156
180 386 9038
17 114 1443
311 27 6985
103 2 1394
190 374 6600
107 333 1167
418 371 9603
149 214 220
72 339 3874
252 259 4144
226 121 2694
179 376 3407
332 75 1418
21 180 8796
7 61 8732
328 315 6115
183 241 3968
269 430 5332
22 107 8865
152 389 6408
222 375 6450
374 319 5495
157 310 4835
47 13 8674
127 66 4860
234 413 6066
257 128 9111
156 17 8798
424 265 730
80 81 5261
18 304 2600
320 165 5434
55 413 1557
130 119 4304
273 83 1422
393 357 3158
282 321 7029
293 415 2637
189 377 6555
16 112 6302
266 70 8727
119 405 171
243 237 391
413 365 806
21 259 2914
366 39 5446
335 281 4517
242 333 6798
332 364 7619
394 207 5846
344 279 7885
425 239 9242
158 199 5411
37 258 1226
184 290 5360
200 64 5378
267 380 3696
105 129 3073
47 252 5010
110 361 7532
304 383 4956
305 21 7177
11 159 2333
405 243 1979
210 216 4067
198 396 6370
409 37 2046
369 223 4475
200 172 2644
217 281 6757
154 138 2170
21 243 1258
40 243 543
149 397 415
267 200 4384
148 227 9011
260 401 6092
60 250 6497
155 33 7023
224 105 1639
368 71 9840
327 13 8564
54 261 4350
142 259 5310
287 200 2671
107 112 1791
170 366 8047
107 284 1487
122 413 5183
318 262 4143
169 114 2251
169 78 8110
340 274 7954
178 315 1409
181 170 9511
177 34 3620
419 30 6459
212 188 6425
287 4 7992
89 266 3804
120 323 616
43 356 3301
139 55 3117
172 253 606
211 424 8885
118 88 5987
39 272 7274
127 36 2484
276 302 819
197 271 2949
45 80 511
384 152 2402
409 252 4480
382 212 7446
131 251 9315
116 22 6403
285 100 6854
357 84 5065
279 67 6171
61 55 5354
342 122 3108
296 43 5331
422 2 2836
148 278 3577
315 256 8962
241 113 1205
240 35 1222
66 96 8174
346 37 8487
369 313 152
260 359 3324
276 274 8618
157 144 2039
47 212 350
174 4 4158
244 380 5050
205 144 2661
389 368 616
252 379 5046
208 161 9475
378 373 6849
59 197 4032
409 39 7073
10 432 3154
131 3 9721
38 222 9736
332 245 5953
78 309 7930
175 353 4379
262 331 1469
161 327 7257
219 237 2147
290 39 4173
316 430 9817
410 220 5361
202 162 6118
155 114 6941
404 182 9050
127 132 3323
30 277 8246
291 58 7620
313 10 1119
303 180 65
376 311 144
53 219 1705
225 278 1610
87 278 4908
39 237 6962
26 241 2035
383 181 1526
321 351 1259
335 349 8084
91 44 2384
242 126 1231
162 280 4130
250 120 801
64 223 979
382 396 3321
340 115 9403
298 258 9957
254 70 2801
238 17 8841
137 347 2927
62 6 9231
256 399 7570
210 226 9655
202 297 7957
417 155 9416
57 74 3080
356 430 4975
343 200 3348
4 104 5816
24 162 3499
93 300 2811
90 236 249
102 25 7516
27 243 6222
393 378 330
151 222 7745
355 335 9557
49 84 4588
286 213 6800
344 200 1573
73 197 345
77 20 1644
369 367 5951
25 203 7715
279 200 6969
426 386 4331
319 347 4610
60 237 5058
71 385 1181
265 178 8170
73 310 2600
138 239 6405
339 264 7155
96 405 8152
104 405 57
12 107 2284
144 69 7912
57 348 8269
423 357 9404
332 318 782
389 302 2253
206 248 2978
200 238 9559
318 103 3157
111 107 2699
348 85 2160
221 169 8342
26 362 8096
199 118 8714
381 58 643
226 240 8160
34 294 1609
225 53 2634
140 382 3536
266 195 8383
370 298 7790
280 289 2439
19 366 3292
59 296 1758
63 217 2665
235 128 534
344 116 7964
32 66 4064
253 331 3283
417 132 6478
311 125 3705
125 201 3598
347 225 7717
272 427 7034
67 105 952
31 207 7550
280 184 8134
132 377 9331
50 278 699
32 233 5393
201 114 2465
41 265 425
178 86 1262
343 357 5776
255 392 6328
90 369 6263
203 44 1038
395 184 1317
258 352 9733
391 34 6174
329 350 9021
340 134 2415
259 146 2444
358 56 1454
253 182 8499
165 372 5299
267 158 9685
240 346 2323
429 371 7276
10 70 4180
28 375 5863
17 60 9677
398 49 1924
200 252 6672
219 92 953
153 99 2071
192 335 1223
113 217 5598
207 406 1824
65 331 6949
78 225 6367
370 392 8894
266 42 4953
236 224 2158
156 83 6284
159 350 6363
176 254 2305
83 318 1500
349 218 7967
51 303 5088
398 28 5388
15 24 4238
393 193 4053
379 62 7276
128 123 5360
289 121 9507
253 261 8663
81 248 8865
19 162 8787
419 397 2055
87 21 6498
386 9 7032
380 169 631
340 215 8274
306 180 6632
193 352 3009
171 351 9475
246 359 7252
165 216 8290
254 431 763
203 401 5268
220 203 8171
421 372 7422
95 223 1621
417 192 9276
363 31 3023
28 253 9224
272 122 185
56 425 3755
181 88 1550
138 113 1361
382 37 2223
171 304 4725
104 57 6567
9 67 7728
388 330 7215
287 206 886
